customer_id,age,gender,education_level,marital_status,employment_status,annual_income_INR,credit_score,loan_amount_INR,loan_term_months,interest_rate_percent,existing_loans_count,num_dependents,loan_purpose,state,debt_to_income_ratio,is_default
1509,70,Female,Bachelor,Single,Full-time,574836.13,407,269325.53,24,17.96,2,2,Education,Gujarat,0.47,1
1510,57,Male,Bachelor,Single,Part-time,385381.73,857,239846.13,36,7.46,0,1,Car,West Bengal,0.62,0
1511,64,Male,PhD,Married,Self-employed,430219.07,773,294443.68,48,17.1,1,0,Education,West Bengal,0.68,0
1512,64,Female,Bachelor,Married,Part-time,338263.17,381,15873.39,60,11.82,0,4,Home Improvement,Bihar,0.05,1
1513,50,Female,Master,Single,Unemployed,569299.86,383,149233.37,12,18.38,0,1,Business,Bihar,0.26,0
1514,58,Male,Master,Married,Unemployed,426710.45,589,132466.48,12,9.41,0,2,Home Improvement,Rajasthan,0.31,0
1515,54,Male,Bachelor,Single,Full-time,781356.85,370,345193.69,36,19.51,3,4,Education,Uttar Pradesh,0.44,0
1516,32,Female,Bachelor,Married,Full-time,681170.05,474,380000.73,36,17.98,1,2,Education,Tamil Nadu,0.56,0
1517,39,Female,Master,Divorced,Full-time,586029.63,762,436496.56,60,23.51,0,2,Car,Tamil Nadu,0.74,0
1518,57,Female,Bachelor,Single,Full-time,440502.9,694,306955.27,60,22.49,0,1,Education,Bihar,0.7,0
1519,64,Female,Master,Single,Full-time,676104.06,390,339201.07,60,11.82,3,0,Car,Bihar,0.5,0
1520,69,Male,PhD,Single,Full-time,738140.18,768,259393.83,36,7.46,0,2,Car,Bihar,0.35,0
1521,37,Female,Bachelor,Married,Unemployed,628537.68,733,200069.13,48,18.14,1,1,Education,Bihar,0.32,0
1522,30,Female,Master,Married,Self-employed,920740.37,548,142039.17,36,17.25,0,2,Car,Uttar Pradesh,0.15,0
1523,69,Female,Master,Divorced,Part-time,691927.46,871,133078.87,36,7.47,1,4,Business,Rajasthan,0.19,0
1524,67,Male,Master,Single,Self-employed,782721.44,540,112880.32,12,9.09,1,0,Home Improvement,West Bengal,0.14,0
1525,32,Male,Bachelor,Widowed,Part-time,626713.08,795,323110.91,60,16.94,2,2,Education,West Bengal,0.52,0
1526,36,Male,High School,Single,Full-time,735132.89,639,209006.86,24,22.5,3,0,Car,Rajasthan,0.28,0
1527,44,Male,Bachelor,Married,Part-time,440643.75,770,177645.81,60,22.41,3,0,Car,Uttar Pradesh,0.4,0
1528,39,Female,Bachelor,Single,Unemployed,508320.33,762,47283.72,48,9.58,3,4,Car,Telangana,0.09,0
1529,28,Male,Bachelor,Divorced,Full-time,669872.71,574,158682.73,48,13.54,2,4,Car,Telangana,0.24,0
1530,51,Female,Master,Married,Full-time,668419.9,314,221289.45,60,7.73,2,3,Business,Bihar,0.33,0
1531,41,Female,Bachelor,Married,Full-time,701522.36,340,96359.05,60,14.98,1,0,Education,Bihar,0.14,0
1532,37,Female,Bachelor,Divorced,Full-time,820078.58,507,515999.59,36,19.8,3,2,Education,Uttar Pradesh,0.63,1
1533,43,Female,High School,Single,Full-time,315005.77,359,115965.22,24,20.43,2,4,Business,West Bengal,0.37,0
1534,57,Male,Master,Single,Full-time,405109.49,664,365258.72,36,15.48,2,2,Business,Karnataka,0.9,1
1535,36,Male,Bachelor,Divorced,Full-time,645914.53,539,237947.68,12,8.63,2,0,Business,Delhi,0.37,0
1536,26,Male,High School,Single,Full-time,455127.27,459,193353.33,12,13.48,1,4,Education,Gujarat,0.42,1
1537,28,Female,High School,Single,Full-time,1275553.65,696,225056.93,48,22.85,0,3,Debt Consolidation,Maharashtra,0.18,0
1538,45,Female,Master,Married,Full-time,703143.92,799,251406.07,48,10.9,2,0,Home Improvement,Gujarat,0.36,0
1539,38,Female,Bachelor,Married,Full-time,584333.83,508,272651.63,24,12.44,2,2,Business,Uttar Pradesh,0.47,0
1540,45,Female,High School,Single,Part-time,496906.15,432,151807.15,48,19.7,2,3,Business,Maharashtra,0.31,0
1541,32,Female,PhD,Single,Part-time,503967.54,680,305932.08,12,19.47,3,0,Education,Uttar Pradesh,0.61,1
1542,35,Male,Master,Single,Full-time,606028.13,732,222069.28,24,22.51,3,4,Education,Uttar Pradesh,0.37,0
1543,46,Female,PhD,Married,Full-time,622396.39,688,116873.74,12,13.6,2,0,Home Improvement,Maharashtra,0.19,0
1544,61,Male,Bachelor,Divorced,Part-time,508660.17,882,207216.76,60,15.75,1,1,Car,Uttar Pradesh,0.41,0
1545,65,Female,Bachelor,Widowed,Full-time,545369.55,731,391969.07,60,14.95,0,2,Education,Uttar Pradesh,0.72,0
1546,46,Female,Master,Married,Self-employed,868856.92,573,271943.05,24,22.77,3,4,Home Improvement,Uttar Pradesh,0.31,0
1547,67,Male,Bachelor,Single,Part-time,876900.99,650,250456.82,36,20.08,0,4,Education,Uttar Pradesh,0.29,0
1548,52,Male,Master,Divorced,Full-time,650406.8,433,210229.37,48,21.13,2,1,Education,Uttar Pradesh,0.32,0
1549,30,Female,High School,Married,Full-time,331748.05,365,218089.43,24,9.26,3,3,Education,Maharashtra,0.66,0
1550,36,Female,Bachelor,Single,Full-time,707700.63,504,272010.47,48,20.46,0,4,Debt Consolidation,Maharashtra,0.38,0
1551,27,Female,High School,Divorced,Self-employed,910856.49,597,223451.88,12,14.36,2,3,Debt Consolidation,Bihar,0.25,0
1552,37,Female,High School,Married,Full-time,873956.22,416,295411.19,36,7.4,3,3,Business,Uttar Pradesh,0.34,1
1553,43,Male,High School,Married,Full-time,746885.17,566,282325.79,48,8.02,2,3,Debt Consolidation,Rajasthan,0.38,0
1554,46,Female,High School,Married,Full-time,884484.59,448,130702.8,60,18.52,3,0,Home Improvement,Uttar Pradesh,0.15,0
1555,41,Male,PhD,Single,Full-time,610676.85,493,302787.29,60,13.32,0,1,Education,Bihar,0.5,0
1556,42,Female,High School,Single,Full-time,725620.59,478,154540.46,12,21.76,0,2,Debt Consolidation,Uttar Pradesh,0.21,1
1557,27,Male,Bachelor,Married,Full-time,463844.89,447,150427.52,24,19.48,3,1,Education,Rajasthan,0.32,0
1558,34,Male,Master,Single,Full-time,658453.09,764,247473.21,48,7.37,1,4,Car,Tamil Nadu,0.38,0
1559,35,Female,Bachelor,Married,Part-time,865906.85,868,275820.85,12,18.68,2,1,Business,West Bengal,0.32,0
1560,27,Male,High School,Married,Part-time,482115.32,304,311492.58,60,10.27,0,2,Debt Consolidation,Gujarat,0.65,1
1561,29,Female,Master,Married,Unemployed,427711.31,825,34366.54,60,14.18,1,0,Education,Tamil Nadu,0.08,0
1562,68,Male,Bachelor,Married,Unemployed,619497.79,579,328924.75,60,17.62,3,4,Car,Karnataka,0.53,0
1563,28,Female,Master,Married,Full-time,554667.56,798,291266.2,36,21.84,0,0,Business,Bihar,0.53,0
1564,70,Male,Master,Divorced,Full-time,729829.54,735,177389.82,36,14.75,0,4,Business,Bihar,0.24,0
1565,43,Female,PhD,Married,Full-time,509348.09,515,226367.41,60,20.74,2,2,Car,Telangana,0.44,0
1566,49,Female,Bachelor,Single,Full-time,943687.92,814,269809.92,24,20.31,1,0,Debt Consolidation,Bihar,0.29,0
1567,38,Male,Bachelor,Single,Full-time,342064.78,436,-98978.01,36,14.05,2,2,Debt Consolidation,Maharashtra,-0.29,0
1568,51,Male,Bachelor,Single,Full-time,850746.96,894,124897.52,48,15.52,3,2,Education,Bihar,0.15,0
1569,50,Male,High School,Single,Full-time,447030.15,579,366127.52,36,18.91,0,1,Home Improvement,Uttar Pradesh,0.82,1
1570,59,Male,Master,Single,Full-time,240803.45,431,189761.98,48,7.53,1,4,Education,Gujarat,0.79,0
1571,55,Female,High School,Single,Self-employed,647575.03,692,241407.85,36,22.14,2,3,Education,Bihar,0.37,0
1572,38,Male,Bachelor,Married,Full-time,549078.4,780,238335.17,60,20.09,1,3,Education,Maharashtra,0.43,0
1573,62,Female,Master,Divorced,Part-time,378078.13,812,321465.28,48,11.24,3,0,Car,Bihar,0.85,1
1574,59,Male,Bachelor,Single,Full-time,263724.62,718,209335.82,24,23.68,0,2,Business,Uttar Pradesh,0.79,0
1575,37,Female,Bachelor,Married,Full-time,598327.84,501,217784.03,36,10.05,1,1,Business,Uttar Pradesh,0.36,1
1576,34,Female,Bachelor,Married,Part-time,795167.38,761,269057.73,36,22.54,3,4,Home Improvement,Bihar,0.34,0
1577,51,Female,Master,Single,Full-time,716990.7,501,334665.07,60,12.52,3,0,Debt Consolidation,Bihar,0.47,0
1578,44,Female,Bachelor,Divorced,Full-time,611341.33,451,366308.57,48,19.97,0,2,Education,Maharashtra,0.6,0
1579,55,Male,Master,Married,Unemployed,695769.51,521,218102.75,60,14.76,2,3,Car,Rajasthan,0.31,1
1580,64,Male,High School,Single,Self-employed,594557.17,378,200910.53,48,19.52,0,3,Car,Uttar Pradesh,0.34,1
1581,65,Female,Master,Married,Full-time,314055.15,499,235374.1,36,9.65,0,4,Education,Karnataka,0.75,1
1582,54,Male,Master,Single,Full-time,315821.2,398,383504.32,36,11.58,1,4,Car,Bihar,1.21,0
1583,23,Male,High School,Married,Full-time,559366.29,512,327829.16,36,8.7,1,4,Car,Maharashtra,0.59,0
1584,57,Female,Bachelor,Single,Full-time,567869.34,442,202023.72,36,21.71,2,0,Education,Maharashtra,0.36,0
1585,63,Male,High School,Divorced,Full-time,770196.54,688,88595.39,12,12.04,3,4,Home Improvement,Tamil Nadu,0.12,0
1586,60,Male,Master,Married,Full-time,751460.84,673,360696.89,36,18.81,1,0,Car,Uttar Pradesh,0.48,0
1587,46,Male,Bachelor,Married,Self-employed,721026.6,351,371925.01,36,20.94,2,1,Business,Maharashtra,0.52,0
1588,43,Female,Bachelor,Single,Part-time,543943.46,434,138908.3,48,22.32,0,2,Business,Telangana,0.26,0
1589,64,Male,High School,Married,Full-time,323869.57,710,205479.76,36,8.81,3,3,Business,Uttar Pradesh,0.63,0
1590,59,Female,High School,Married,Self-employed,682414.23,769,337652.18,36,22.18,0,0,Education,Uttar Pradesh,0.49,0
1591,35,Male,High School,Married,Full-time,705033.86,411,288579.94,48,10.35,3,2,Business,Karnataka,0.41,1
1592,69,Male,Bachelor,Married,Self-employed,122293.71,824,50568.71,36,19.53,1,4,Debt Consolidation,Uttar Pradesh,0.41,0
1593,24,Male,Bachelor,Married,Full-time,433132.36,343,137196.46,36,19.39,0,3,Car,Uttar Pradesh,0.32,1
1594,49,Female,Master,Divorced,Self-employed,461789.12,696,308162.2,60,7.14,0,0,Home Improvement,Uttar Pradesh,0.67,0
1595,42,Female,Bachelor,Married,Full-time,623670.04,884,274920.82,12,10.75,3,4,Business,Tamil Nadu,0.44,0
1596,45,Male,Bachelor,Divorced,Unemployed,439327.91,560,316601.05,48,15.36,2,2,Education,Maharashtra,0.72,1
1597,33,Female,PhD,Divorced,Self-employed,592373.09,844,328056.73,60,14.14,3,1,Home Improvement,Delhi,0.55,0
1598,38,Male,Master,Married,Full-time,557893.01,687,274170.77,24,22.62,1,2,Education,Telangana,0.49,0
1599,53,Female,PhD,Single,Full-time,568170.11,775,292037.84,24,13.12,2,0,Home Improvement,Maharashtra,0.51,0
1600,36,Female,Bachelor,Married,Full-time,456721.14,709,193041.29,12,22.93,0,1,Home Improvement,Uttar Pradesh,0.42,0
1601,65,Male,High School,Divorced,Part-time,472202.99,879,261424.49,24,14.81,0,1,Car,West Bengal,0.55,0
1602,62,Male,High School,Single,Full-time,383946.59,315,281346.5,12,23.39,0,4,Home Improvement,Bihar,0.73,1
1603,64,Male,Master,Married,Full-time,676013.49,401,420595.69,24,19.54,1,2,Debt Consolidation,Bihar,0.62,1
1604,22,Male,High School,Divorced,Unemployed,714220.53,485,167541.4,24,21.1,0,0,Debt Consolidation,Bihar,0.23,1
1605,55,Female,Bachelor,Single,Part-time,445876.41,324,322384.64,60,8.78,0,1,Debt Consolidation,Bihar,0.72,0
1606,62,Female,Bachelor,Married,Unemployed,904128.02,371,238444.44,24,16.96,2,4,Education,Rajasthan,0.26,0
1607,54,Female,Bachelor,Single,Full-time,537079.71,892,324469.12,12,9.43,1,1,Car,Bihar,0.6,0
1608,50,Male,Bachelor,Single,Full-time,906037.12,872,237963.26,36,12.06,0,2,Education,Gujarat,0.26,0
1609,33,Male,High School,Married,Full-time,471574.57,317,367740.51,36,17.6,2,3,Business,Uttar Pradesh,0.78,1
1610,33,Female,Bachelor,Single,Self-employed,194684.44,869,175745.53,36,19.35,0,0,Debt Consolidation,Uttar Pradesh,0.9,0
1611,38,Male,Bachelor,Single,Full-time,680439.56,631,264221.59,12,7.67,2,3,Car,Gujarat,0.39,0
1612,52,Female,PhD,Divorced,Part-time,649709.02,868,293937.1,12,16.03,0,2,Debt Consolidation,Bihar,0.45,0
1613,52,Female,Master,Single,Self-employed,606878.76,396,181867.81,36,16.61,1,3,Car,Karnataka,0.3,1
1614,55,Female,PhD,Widowed,Full-time,471553.5,311,280464.59,24,8.34,3,2,Education,Maharashtra,0.59,1
1615,59,Female,Master,Widowed,Full-time,593085.55,310,350692.15,36,15.51,1,2,Education,Bihar,0.59,0
1616,66,Female,Bachelor,Single,Full-time,497748.11,462,243288.14,48,19.14,2,4,Debt Consolidation,Telangana,0.49,0
1617,49,Male,High School,Single,Self-employed,539530.09,582,325048.51,12,7.9,0,3,Home Improvement,Bihar,0.6,0
1618,69,Male,Bachelor,Married,Full-time,768326.45,540,182569.96,48,19.92,1,1,Car,Bihar,0.24,0
1619,49,Male,Bachelor,Married,Full-time,636843.45,344,140355.36,48,16.8,0,2,Business,Delhi,0.22,0
1620,64,Female,Bachelor,Single,Full-time,721990.28,892,319547.55,12,21.16,1,3,Home Improvement,Tamil Nadu,0.44,0
1621,36,Female,Bachelor,Married,Unemployed,553626.3,554,194081.45,36,10.71,2,1,Education,Uttar Pradesh,0.35,0
1622,64,Female,Bachelor,Single,Full-time,531596.53,366,82328.1,60,21.17,3,0,Car,Bihar,0.15,0
1623,67,Female,Bachelor,Divorced,Full-time,369303.49,341,173975.05,48,8.61,1,1,Home Improvement,Maharashtra,0.47,0
1624,30,Male,Bachelor,Single,Part-time,525992.68,683,384757.87,36,13.87,0,3,Business,Maharashtra,0.73,0
1625,50,Male,High School,Single,Unemployed,-64222.91,888,356026.67,60,10.39,0,3,Home Improvement,Tamil Nadu,-5.54,0
1626,45,Female,Master,Single,Part-time,481955.61,533,137957.97,48,21.89,0,1,Business,Uttar Pradesh,0.29,0
1627,59,Female,High School,Widowed,Full-time,583625.16,784,103831.5,36,18.98,2,1,Education,Uttar Pradesh,0.18,0
1628,40,Female,High School,Married,Full-time,712734.73,338,209076.43,48,7.43,2,2,Car,Bihar,0.29,0
1629,25,Male,Bachelor,Divorced,Self-employed,546264.42,310,354045.93,36,7.16,3,3,Education,Telangana,0.65,1
1630,21,Male,Bachelor,Single,Full-time,669534.71,708,230426.64,24,11.95,0,2,Car,Bihar,0.34,0
1631,50,Male,Bachelor,Single,Full-time,164042.27,407,231259.44,24,9.44,3,2,Home Improvement,Uttar Pradesh,1.41,1
1632,69,Female,High School,Single,Self-employed,588632.63,393,188586.71,12,17.72,0,0,Education,Rajasthan,0.32,1
1633,23,Female,Bachelor,Married,Part-time,264099.44,383,222847.92,60,18.28,1,3,Car,West Bengal,0.84,0
1634,65,Male,Bachelor,Married,Full-time,358339.3,357,334740.82,48,23.01,1,2,Business,West Bengal,0.93,1
1635,34,Female,PhD,Married,Full-time,562566.89,592,258525.76,48,23.18,1,0,Car,Uttar Pradesh,0.46,0
1636,50,Male,PhD,Single,Unemployed,855252.8,315,229813.71,36,18.2,0,2,Education,Bihar,0.27,0
1637,70,Female,Bachelor,Divorced,Full-time,674241.35,776,315068.97,60,7.1,1,2,Education,Gujarat,0.47,0
1638,24,Male,Bachelor,Single,Full-time,603646.2,464,257159.35,48,13.1,0,3,Home Improvement,Maharashtra,0.43,1
1639,38,Female,Master,Widowed,Unemployed,596093.92,736,345023.17,60,15.72,3,1,Business,Maharashtra,0.58,1
1640,57,Male,High School,Single,Unemployed,457274.22,702,181998.75,60,15.49,2,1,Car,Maharashtra,0.4,0
1641,45,Male,Bachelor,Married,Unemployed,491203.32,685,277206.99,24,17.26,1,3,Education,Maharashtra,0.56,1
1642,68,Male,Bachelor,Single,Full-time,685475.21,437,338757.16,48,23.33,0,1,Car,Uttar Pradesh,0.49,0
1643,21,Male,PhD,Married,Full-time,322927.9,830,405337.04,48,22.05,0,4,Debt Consolidation,Uttar Pradesh,1.26,0
1644,66,Male,High School,Married,Full-time,718610.81,592,140634.9,12,8.85,3,1,Business,Karnataka,0.2,1
1645,35,Male,Bachelor,Married,Part-time,522298.59,774,232627.8,60,11.52,3,2,Business,West Bengal,0.45,0
1646,29,Female,Master,Married,Self-employed,765111.41,761,118407.01,36,21.16,2,2,Debt Consolidation,Bihar,0.15,0
1647,35,Female,Bachelor,Married,Full-time,792218.69,672,153019.92,24,21.01,3,0,Business,Karnataka,0.19,0
1648,69,Female,High School,Married,Unemployed,265383.2,461,251851.62,12,11.68,2,3,Debt Consolidation,Delhi,0.95,1
1649,44,Male,PhD,Divorced,Full-time,483683.85,343,47303.12,24,19.42,2,0,Car,West Bengal,0.1,0
1650,24,Male,Bachelor,Single,Full-time,428894.46,382,291933.81,36,18.42,3,2,Debt Consolidation,Telangana,0.68,0
1651,32,Female,Bachelor,Married,Full-time,237454.41,838,305717.16,12,15.05,2,2,Home Improvement,Rajasthan,1.29,1
1652,57,Male,High School,Married,Part-time,393493.34,818,242358.71,24,10.42,1,0,Debt Consolidation,Gujarat,0.62,0
1653,57,Male,Bachelor,Single,Part-time,1088251.17,710,165960.37,36,22.11,2,4,Car,Bihar,0.15,0
1654,63,Male,Bachelor,Married,Full-time,721901.98,640,225608.33,12,18.52,0,1,Business,Bihar,0.31,1
1655,26,Male,High School,Single,Self-employed,983457.59,388,461662.78,36,9.87,0,4,Home Improvement,Bihar,0.47,0
1656,59,Male,High School,Single,Full-time,765819.69,529,197962.52,12,18.98,0,4,Debt Consolidation,West Bengal,0.26,0
1657,66,Female,Master,Single,Full-time,451631.37,317,171213.62,48,19.6,3,4,Car,Bihar,0.38,1
1658,44,Female,High School,Single,Full-time,523645.76,580,18786.62,48,22.08,0,4,Home Improvement,Bihar,0.04,0
1659,31,Female,High School,Married,Full-time,717687.24,721,354388.25,24,10.79,3,1,Home Improvement,Telangana,0.49,1
1660,33,Female,Bachelor,Married,Full-time,687501.24,637,125979.16,60,23.81,0,3,Home Improvement,Rajasthan,0.18,0
1661,54,Female,Master,Widowed,Self-employed,484531.6,565,258821.84,60,9.61,2,0,Debt Consolidation,Bihar,0.53,1
1662,45,Male,High School,Married,Full-time,298001.37,654,460667.89,36,17.21,3,4,Car,Bihar,1.55,0
1663,27,Male,Bachelor,Single,Full-time,1257552.24,659,286931.63,12,18.17,0,4,Car,Karnataka,0.23,0
1664,24,Male,High School,Divorced,Full-time,571770.07,516,285818.85,48,14.12,2,0,Car,West Bengal,0.5,0
1665,28,Male,High School,Divorced,Self-employed,534852.22,620,217420.98,60,15.08,3,0,Education,Bihar,0.41,0
1666,40,Female,High School,Married,Full-time,622666.89,511,281381.09,48,22.15,2,3,Business,Uttar Pradesh,0.45,0
1667,49,Female,Master,Married,Unemployed,551454.28,502,257567.75,36,17.97,2,2,Car,Tamil Nadu,0.47,0
1668,65,Female,High School,Widowed,Full-time,624545.78,452,304032.82,36,15.45,2,3,Education,Maharashtra,0.49,1
1669,66,Male,High School,Married,Full-time,857389.46,728,8349.27,12,9.18,3,2,Education,Rajasthan,0.01,0
1670,30,Female,Bachelor,Divorced,Full-time,575090.3,586,287950.43,60,7.12,3,1,Home Improvement,Bihar,0.5,0
1671,63,Male,Master,Single,Full-time,367457.91,620,293346.89,36,9.12,1,3,Business,Tamil Nadu,0.8,0
1672,54,Female,High School,Single,Full-time,567671.24,735,504733.92,36,23.26,1,1,Home Improvement,Telangana,0.89,0
1673,46,Female,Bachelor,Married,Full-time,507119.64,891,249571.81,48,19.99,1,0,Business,Bihar,0.49,0
1674,61,Male,High School,Married,Self-employed,884779.79,795,272164.16,24,23.44,1,3,Home Improvement,Delhi,0.31,0
1675,69,Male,Bachelor,Divorced,Part-time,834223.81,448,289632.97,60,7.61,3,0,Debt Consolidation,Karnataka,0.35,0
1676,23,Female,Bachelor,Widowed,Full-time,621505,841,292450.7,12,18.56,1,4,Business,Bihar,0.47,0
1677,26,Female,Bachelor,Single,Full-time,344252.83,781,126637.85,12,7.75,0,0,Education,Bihar,0.37,0
1678,25,Male,Bachelor,Single,Full-time,354821.55,625,331839.66,48,20.29,1,4,Education,Tamil Nadu,0.94,0
1679,25,Female,Bachelor,Divorced,Full-time,603024.65,328,158261.25,12,13.48,0,2,Business,Bihar,0.26,0
1680,67,Female,High School,Married,Part-time,667264.59,558,290665.13,36,8.63,0,4,Home Improvement,Rajasthan,0.44,0
1681,43,Male,Bachelor,Single,Full-time,525075.44,374,164088.13,60,16.66,2,2,Debt Consolidation,Tamil Nadu,0.31,1
1682,69,Female,High School,Married,Full-time,503966.08,856,227754.97,12,11.76,2,4,Debt Consolidation,Bihar,0.45,0
1683,29,Male,Master,Married,Part-time,481440.15,880,202957.25,60,18.21,2,4,Car,West Bengal,0.42,0
1684,55,Female,PhD,Married,Full-time,595321.21,797,225101.03,12,18.19,1,1,Business,Bihar,0.38,0
1685,40,Male,PhD,Married,Full-time,123447.53,715,241697.2,24,18.99,3,1,Debt Consolidation,Uttar Pradesh,1.96,0
1686,69,Female,Master,Single,Part-time,379734.67,639,287231.39,24,23.87,0,0,Home Improvement,Bihar,0.76,1
1687,62,Male,Bachelor,Widowed,Unemployed,474589.83,607,240382.77,60,13.57,3,1,Home Improvement,Delhi,0.51,1
1688,55,Female,Master,Married,Full-time,841500.64,540,337451.77,24,14.91,3,2,Education,Uttar Pradesh,0.4,0
1689,70,Male,High School,Married,Full-time,437237.27,552,196643.67,24,20.68,1,1,Debt Consolidation,Uttar Pradesh,0.45,1
1690,38,Female,Bachelor,Single,Full-time,636093.63,519,292971.17,36,16.83,3,0,Debt Consolidation,Tamil Nadu,0.46,0
1691,37,Female,Bachelor,Married,Self-employed,645308.55,696,166751.16,12,7.63,3,3,Home Improvement,Bihar,0.26,0
1692,44,Female,Bachelor,Single,Full-time,859583.3,635,428262.02,24,21.33,2,2,Education,Karnataka,0.5,0
1693,23,Female,Master,Single,Full-time,852515.48,328,293396.49,60,7.88,2,3,Debt Consolidation,Gujarat,0.34,1
1694,52,Female,High School,Married,Full-time,588499.41,793,180282.8,36,9.9,0,2,Home Improvement,Bihar,0.31,0
1695,55,Female,Bachelor,Single,Full-time,504903.05,801,423452.47,24,8.74,0,0,Education,Rajasthan,0.84,1
1696,58,Female,PhD,Married,Part-time,467233.38,453,301849.78,60,8.32,2,1,Education,Uttar Pradesh,0.65,1
1697,33,Female,High School,Single,Full-time,551787.36,530,180641.5,12,7.44,1,3,Home Improvement,Bihar,0.33,0
1698,67,Female,Bachelor,Married,Full-time,513193.33,401,236875.1,24,7.94,1,3,Education,West Bengal,0.46,1
1699,45,Male,PhD,Single,Unemployed,710725.48,476,136202.84,60,14.52,0,1,Education,Karnataka,0.19,0
1700,29,Male,Bachelor,Single,Full-time,684061.96,531,136172.97,60,11.3,2,0,Car,Uttar Pradesh,0.2,0
1701,24,Female,Bachelor,Single,Full-time,718360.24,311,370841.37,48,9.15,1,1,Education,Rajasthan,0.52,1
1702,34,Male,High School,Divorced,Full-time,851856.74,485,160152.46,60,18.2,3,4,Debt Consolidation,Telangana,0.19,0
1703,57,Female,Bachelor,Divorced,Full-time,972573.82,565,116242.96,48,10.84,0,4,Education,Gujarat,0.12,0
1704,54,Female,Master,Single,Full-time,624932.68,434,313574.11,12,7.32,0,4,Debt Consolidation,Uttar Pradesh,0.5,0
1705,31,Male,Bachelor,Married,Full-time,819892.75,330,415972.76,12,14.11,3,3,Home Improvement,Rajasthan,0.51,0
1706,61,Female,Bachelor,Married,Part-time,529667.96,755,365728.59,36,12.28,3,3,Education,Uttar Pradesh,0.69,0
1707,23,Female,High School,Widowed,Full-time,837001.4,558,479112.72,48,12.42,0,0,Home Improvement,Tamil Nadu,0.57,0
1708,48,Male,High School,Single,Full-time,812301.83,403,492158.96,60,14.57,3,2,Business,Bihar,0.61,0
1709,49,Male,PhD,Married,Full-time,801683.19,730,159961.66,36,18.37,1,1,Education,Uttar Pradesh,0.2,0
1710,29,Female,Bachelor,Single,Part-time,618813.97,681,218859.51,36,17.48,0,2,Home Improvement,Uttar Pradesh,0.35,1
1711,23,Male,Bachelor,Single,Full-time,466328.37,768,92938.47,12,22.93,1,3,Business,Bihar,0.2,0
1712,45,Male,High School,Widowed,Full-time,321094.31,812,133709.89,60,15.8,0,1,Debt Consolidation,Karnataka,0.42,0
1713,54,Female,Bachelor,Married,Full-time,591992.56,506,357242.52,48,15.03,1,3,Debt Consolidation,Rajasthan,0.6,1
1714,32,Male,PhD,Single,Self-employed,906602.51,746,277685.87,12,10.63,2,0,Debt Consolidation,Bihar,0.31,0
1715,62,Male,Bachelor,Single,Full-time,538031.02,388,395647.15,36,19.84,1,1,Debt Consolidation,Uttar Pradesh,0.74,1
1716,29,Female,High School,Married,Self-employed,757025.32,494,163456.37,24,9.39,3,3,Debt Consolidation,Bihar,0.22,0
1717,35,Male,Bachelor,Married,Part-time,768790.28,713,195131.02,36,15.35,2,4,Car,Bihar,0.25,0
1718,60,Male,Master,Single,Full-time,543262.76,421,309357.87,24,14.16,0,4,Home Improvement,West Bengal,0.57,0
1719,45,Female,Bachelor,Widowed,Unemployed,863268.97,761,355664.42,12,18.19,1,3,Business,Karnataka,0.41,0
1720,25,Female,Master,Single,Full-time,18267.85,415,86505.5,48,22.6,0,2,Business,Bihar,4.74,1
1721,31,Female,Bachelor,Single,Full-time,355449.94,495,225952.12,60,23.09,2,0,Education,Rajasthan,0.64,0
1722,54,Male,Master,Divorced,Full-time,416873.54,335,289934.03,24,9.85,3,0,Home Improvement,West Bengal,0.7,0
1723,44,Female,Bachelor,Single,Full-time,436057,366,328298.49,60,11.45,3,3,Car,Bihar,0.75,0
1724,35,Female,High School,Single,Full-time,667252.59,580,348070,12,20.8,3,0,Car,Uttar Pradesh,0.52,0
1725,58,Male,Bachelor,Married,Unemployed,658007.56,778,242544.11,12,15.81,0,1,Home Improvement,Gujarat,0.37,0
1726,28,Female,High School,Divorced,Full-time,678798.11,310,126452.63,12,14.7,3,0,Debt Consolidation,Bihar,0.19,0
1727,25,Female,PhD,Single,Full-time,719216.3,621,57453.37,48,19.08,3,4,Debt Consolidation,Uttar Pradesh,0.08,0
1728,68,Female,Master,Divorced,Full-time,409979.09,539,231774.07,24,17.23,0,3,Home Improvement,Bihar,0.57,0
1729,46,Female,Bachelor,Married,Full-time,356364.79,359,221117.11,60,23.5,0,1,Business,Delhi,0.62,0
1730,38,Male,Bachelor,Single,Full-time,679263.94,861,170398.65,36,16.93,2,0,Debt Consolidation,Bihar,0.25,0
1731,26,Female,High School,Married,Self-employed,473953.59,464,339309.45,12,14.92,3,4,Education,West Bengal,0.72,0
1732,57,Female,Master,Single,Part-time,285904.99,488,135241.3,60,16.23,2,2,Car,Karnataka,0.47,0
1733,68,Male,Bachelor,Married,Full-time,794268.86,786,183801.1,60,20.75,1,0,Debt Consolidation,Karnataka,0.23,0
1734,33,Female,High School,Married,Full-time,879020.38,391,366680.01,48,17.42,1,4,Business,West Bengal,0.42,1
1735,48,Male,Bachelor,Widowed,Part-time,911432.18,588,172503.82,24,18,1,4,Debt Consolidation,Bihar,0.19,0
1736,25,Male,High School,Single,Full-time,637401.54,808,282316.08,48,23.51,1,4,Debt Consolidation,Rajasthan,0.44,0
